"DESCRİPTİON","DURATİON İN MS","NAME","PARENT SUİTE","START TİME","STATUS","STOP TİME","SUB SUİTE","SUİTE","TEST CLASS","TEST METHOD"
"","8146","Kullanıcı cep telefonu arar, filtre uygular ve ürünü sepete ekler","","Sat Jul 26 01:21:33 GMT+03:00 2025","broken","Sat Jul 26 01:21:41 GMT+03:00 2025","","","",""
